,video,method,scenario,name,value
855,13,huang,fixed,psnr,0
856,13,huang,removal,psnr,2
857,13,huang,synth,psnr,9
858,13,huang,fixed,ssim,8
859,13,huang,removal,ssim,8
860,13,huang,synth,ssim,0
861,13,huang,fixed,lpips,9
862,13,huang,removal,lpips,7
863,13,huang,synth,lpips,2
864,13,oh,fixed,psnr,1
865,13,oh,removal,psnr,7
866,13,oh,synth,psnr,1
867,13,oh,fixed,ssim,5
868,13,oh,removal,ssim,4
869,13,oh,synth,ssim,5
870,13,oh,fixed,lpips,0
871,13,oh,removal,lpips,3
872,13,oh,synth,lpips,2
873,13,ours,fixed,psnr,6
874,13,ours,removal,psnr,2
875,13,ours,synth,psnr,0
876,13,ours,fixed,ssim,4
877,13,ours,removal,ssim,0
878,13,ours,synth,ssim,6
879,13,ours,fixed,lpips,3
880,13,ours,removal,lpips,7
881,13,ours,synth,lpips,8
882,14,kim,fixed,psnr,1
883,14,kim,removal,psnr,4
884,14,kim,synth,psnr,7
885,14,kim,fixed,ssim,4
886,14,kim,removal,ssim,9
887,14,kim,synth,ssim,8
888,14,kim,fixed,lpips,6
889,14,kim,removal,lpips,3
890,14,kim,synth,lpips,5
891,14,newson,fixed,psnr,1
892,14,newson,removal,psnr,6
893,14,newson,synth,psnr,2
894,14,newson,fixed,ssim,5
895,14,newson,removal,ssim,2
896,14,newson,synth,ssim,7
897,14,newson,fixed,lpips,0
898,14,newson,removal,lpips,6
899,14,newson,synth,lpips,6
900,14,xu,fixed,psnr,6
901,14,xu,removal,psnr,9
902,14,xu,synth,psnr,9
903,14,xu,fixed,ssim,4
904,14,xu,removal,ssim,3
905,14,xu,synth,ssim,9
906,14,xu,fixed,lpips,4
907,14,xu,removal,lpips,0
908,14,xu,synth,lpips,6
909,14,lee,fixed,psnr,2
910,14,lee,removal,psnr,2
911,14,lee,synth,psnr,0
912,14,lee,fixed,ssim,1
913,14,lee,removal,ssim,6
914,14,lee,synth,ssim,8
915,14,lee,fixed,lpips,8
916,14,lee,removal,lpips,0
917,14,lee,synth,lpips,8
918,14,huang,fixed,psnr,6
919,14,huang,removal,psnr,4
920,14,huang,synth,psnr,5
921,14,huang,fixed,ssim,3
922,14,huang,removal,ssim,5
923,14,huang,synth,ssim,9
924,14,huang,fixed,lpips,1
925,14,huang,removal,lpips,1
926,14,huang,synth,lpips,2
927,14,oh,fixed,psnr,3
928,14,oh,removal,psnr,9
929,14,oh,synth,psnr,0
930,14,oh,fixed,ssim,7
931,14,oh,removal,ssim,1
932,14,oh,synth,ssim,8
933,14,oh,fixed,lpips,1
934,14,oh,removal,lpips,6
935,14,oh,synth,lpips,4
936,14,ours,fixed,psnr,0
937,14,ours,removal,psnr,2
938,14,ours,synth,psnr,0
939,14,ours,fixed,ssim,0
940,14,ours,removal,ssim,0
941,14,ours,synth,ssim,2
942,14,ours,fixed,lpips,9
943,14,ours,removal,lpips,1
944,14,ours,synth,lpips,8
945,15,kim,fixed,psnr,3
946,15,kim,removal,psnr,3
947,15,kim,synth,psnr,8
948,15,kim,fixed,ssim,0
949,15,kim,removal,ssim,3
950,15,kim,synth,ssim,5
951,15,kim,fixed,lpips,4
952,15,kim,removal,lpips,3
953,15,kim,synth,lpips,9
954,15,newson,fixed,psnr,1
955,15,newson,removal,psnr,2
956,15,newson,synth,psnr,2
957,15,newson,fixed,ssim,8
958,15,newson,removal,ssim,2
959,15,newson,synth,ssim,4
960,15,newson,fixed,lpips,3
961,15,newson,removal,lpips,5
962,15,newson,synth,lpips,7
963,15,xu,fixed,psnr,6
964,15,xu,removal,psnr,9
965,15,xu,synth,psnr,5
966,15,xu,fixed,ssim,5
967,15,xu,removal,ssim,5
968,15,xu,synth,ssim,6
969,15,xu,fixed,lpips,3
970,15,xu,removal,lpips,4
971,15,xu,synth,lpips,9
972,15,lee,fixed,psnr,8
973,15,lee,removal,psnr,4
974,15,lee,synth,psnr,1
975,15,lee,fixed,ssim,3
976,15,lee,removal,ssim,6
977,15,lee,synth,ssim,3
978,15,lee,fixed,lpips,1
979,15,lee,removal,lpips,9
980,15,lee,synth,lpips,9
981,15,huang,fixed,psnr,9
982,15,huang,removal,psnr,9
983,15,huang,synth,psnr,9
984,15,huang,fixed,ssim,5
985,15,huang,removal,ssim,6
986,15,huang,synth,ssim,9
987,15,huang,fixed,lpips,5
988,15,huang,removal,lpips,8
989,15,huang,synth,lpips,1
990,15,oh,fixed,psnr,0
991,15,oh,removal,psnr,2
992,15,oh,synth,psnr,9
993,15,oh,fixed,ssim,9
994,15,oh,removal,ssim,0
995,15,oh,synth,ssim,4
996,15,oh,fixed,lpips,2
997,15,oh,removal,lpips,0
998,15,oh,synth,lpips,8
999,15,ours,fixed,psnr,2
1000,15,ours,removal,psnr,4
1001,15,ours,synth,psnr,9
1002,15,ours,fixed,ssim,4
1003,15,ours,removal,ssim,1
1004,15,ours,synth,ssim,0
1005,15,ours,fixed,lpips,7
1006,15,ours,removal,lpips,2
1007,15,ours,synth,lpips,5
1008,16,kim,fixed,psnr,5
1009,16,kim,removal,psnr,5
1010,16,kim,synth,psnr,8
1011,16,kim,fixed,ssim,2
1012,16,kim,removal,ssim,3
1013,16,kim,synth,ssim,5
1014,16,kim,fixed,lpips,4
1015,16,kim,removal,lpips,3
1016,16,kim,synth,lpips,4
1017,16,newson,fixed,psnr,5
1018,16,newson,removal,psnr,4
1019,16,newson,synth,psnr,6
1020,16,newson,fixed,ssim,4
1021,16,newson,removal,ssim,2
1022,16,newson,synth,ssim,3
1023,16,newson,fixed,lpips,3
1024,16,newson,removal,lpips,7
1025,16,newson,synth,lpips,5
1026,16,xu,fixed,psnr,6
1027,16,xu,removal,psnr,9
1028,16,xu,synth,psnr,0
1029,16,xu,fixed,ssim,7
1030,16,xu,removal,ssim,5
1031,16,xu,synth,ssim,9
1032,16,xu,fixed,lpips,8
1033,16,xu,removal,lpips,9
1034,16,xu,synth,lpips,7
1035,16,lee,fixed,psnr,2
1036,16,lee,removal,psnr,6
1037,16,lee,synth,psnr,5
1038,16,lee,fixed,ssim,6
1039,16,lee,removal,ssim,9
1040,16,lee,synth,ssim,8
1041,16,lee,fixed,lpips,3
1042,16,lee,removal,lpips,8
1043,16,lee,synth,lpips,2
1044,16,huang,fixed,psnr,3
1045,16,huang,removal,psnr,3
1046,16,huang,synth,psnr,6
1047,16,huang,fixed,ssim,4
1048,16,huang,removal,ssim,7
1049,16,huang,synth,ssim,5
1050,16,huang,fixed,lpips,3
1051,16,huang,removal,lpips,7
1052,16,huang,synth,lpips,5
1053,16,oh,fixed,psnr,8
1054,16,oh,removal,psnr,1
1055,16,oh,synth,psnr,5
1056,16,oh,fixed,ssim,5
1057,16,oh,removal,ssim,8
1058,16,oh,synth,ssim,8
1059,16,oh,fixed,lpips,5
1060,16,oh,removal,lpips,3
1061,16,oh,synth,lpips,3
1062,16,ours,fixed,psnr,2
1063,16,ours,removal,psnr,4
1064,16,ours,synth,psnr,1
1065,16,ours,fixed,ssim,6
1066,16,ours,removal,ssim,0
1067,16,ours,synth,ssim,0
1068,16,ours,fixed,lpips,6
1069,16,ours,removal,lpips,3
1070,16,ours,synth,lpips,4
1071,17,kim,fixed,psnr,2
1072,17,kim,removal,psnr,7
1073,17,kim,synth,psnr,2
1074,17,kim,fixed,ssim,2
1075,17,kim,removal,ssim,8
1076,17,kim,synth,ssim,9
1077,17,kim,fixed,lpips,0
1078,17,kim,removal,lpips,3
1079,17,kim,synth,lpips,3
1080,17,newson,fixed,psnr,9
1081,17,newson,removal,psnr,3
1082,17,newson,synth,psnr,8
1083,17,newson,fixed,ssim,8
1084,17,newson,removal,ssim,2
1085,17,newson,synth,ssim,2
1086,17,newson,fixed,lpips,8
1087,17,newson,removal,lpips,3
1088,17,newson,synth,lpips,0
1089,17,xu,fixed,psnr,2
1090,17,xu,removal,psnr,1
1091,17,xu,synth,psnr,5
1092,17,xu,fixed,ssim,3
1093,17,xu,removal,ssim,4
1094,17,xu,synth,ssim,4
1095,17,xu,fixed,lpips,8
1096,17,xu,removal,lpips,8
1097,17,xu,synth,lpips,3
1098,17,lee,fixed,psnr,5
1099,17,lee,removal,psnr,0
1100,17,lee,synth,psnr,7
1101,17,lee,fixed,ssim,5
1102,17,lee,removal,ssim,2
1103,17,lee,synth,ssim,6
1104,17,lee,fixed,lpips,8
1105,17,lee,removal,lpips,6
1106,17,lee,synth,lpips,8
1107,17,huang,fixed,psnr,8
1108,17,huang,removal,psnr,3
1109,17,huang,synth,psnr,0
1110,17,huang,fixed,ssim,7
1111,17,huang,removal,ssim,8
1112,17,huang,synth,ssim,9
1113,17,huang,fixed,lpips,2
1114,17,huang,removal,lpips,6
1115,17,huang,synth,lpips,0
1116,17,oh,fixed,psnr,1
1117,17,oh,removal,psnr,0
1118,17,oh,synth,psnr,7
1119,17,oh,fixed,ssim,1
1120,17,oh,removal,ssim,7
1121,17,oh,synth,ssim,9
1122,17,oh,fixed,lpips,9
1123,17,oh,removal,lpips,6
1124,17,oh,synth,lpips,2
1125,17,ours,fixed,psnr,7
1126,17,ours,removal,psnr,2
1127,17,ours,synth,psnr,7
1128,17,ours,fixed,ssim,6
1129,17,ours,removal,ssim,6
1130,17,ours,synth,ssim,1
1131,17,ours,fixed,lpips,1
1132,17,ours,removal,lpips,7
1133,17,ours,synth,lpips,0
1134,18,kim,fixed,psnr,7
1135,18,kim,removal,psnr,4
1136,18,kim,synth,psnr,0
1137,18,kim,fixed,ssim,8
1138,18,kim,removal,ssim,4
1139,18,kim,synth,ssim,5
1140,18,kim,fixed,lpips,6
1141,18,kim,removal,lpips,9
1142,18,kim,synth,lpips,3
1143,18,newson,fixed,psnr,4
1144,18,newson,removal,psnr,8
1145,18,newson,synth,psnr,6
1146,18,newson,fixed,ssim,0
1147,18,newson,removal,ssim,3
1148,18,newson,synth,ssim,8
1149,18,newson,fixed,lpips,0
1150,18,newson,removal,lpips,4
1151,18,newson,synth,lpips,7
1152,18,xu,fixed,psnr,9
1153,18,xu,removal,psnr,3
1154,18,xu,synth,psnr,3
1155,18,xu,fixed,ssim,4
1156,18,xu,removal,ssim,5
1157,18,xu,synth,ssim,7
1158,18,xu,fixed,lpips,3
1159,18,xu,removal,lpips,3
1160,18,xu,synth,lpips,5
1161,18,lee,fixed,psnr,4
1162,18,lee,removal,psnr,2
1163,18,lee,synth,psnr,5
1164,18,lee,fixed,ssim,8
1165,18,lee,removal,ssim,1
1166,18,lee,synth,ssim,0
1167,18,lee,fixed,lpips,6
1168,18,lee,removal,lpips,8
1169,18,lee,synth,lpips,5
1170,18,huang,fixed,psnr,0
1171,18,huang,removal,psnr,8
1172,18,huang,synth,psnr,7
1173,18,huang,fixed,ssim,1
1174,18,huang,removal,ssim,6
1175,18,huang,synth,ssim,8
1176,18,huang,fixed,lpips,6
1177,18,huang,removal,lpips,4
1178,18,huang,synth,lpips,7
1179,18,oh,fixed,psnr,3
1180,18,oh,removal,psnr,3
1181,18,oh,synth,psnr,3
1182,18,oh,fixed,ssim,9
1183,18,oh,removal,ssim,7
1184,18,oh,synth,ssim,7
1185,18,oh,fixed,lpips,5
1186,18,oh,removal,lpips,1
1187,18,oh,synth,lpips,5
1188,18,ours,fixed,psnr,4
1189,18,ours,removal,psnr,4
1190,18,ours,synth,psnr,1
1191,18,ours,fixed,ssim,5
1192,18,ours,removal,ssim,5
1193,18,ours,synth,ssim,7
1194,18,ours,fixed,lpips,6
1195,18,ours,removal,lpips,2
1196,18,ours,synth,lpips,8
1197,19,kim,fixed,psnr,2
1198,19,kim,removal,psnr,6
1199,19,kim,synth,psnr,2
1200,19,kim,fixed,ssim,4
1201,19,kim,removal,ssim,4
1202,19,kim,synth,ssim,6
1203,19,kim,fixed,lpips,8
1204,19,kim,removal,lpips,8
1205,19,kim,synth,lpips,6
1206,19,newson,fixed,psnr,2
1207,19,newson,removal,psnr,2
1208,19,newson,synth,psnr,6
1209,19,newson,fixed,ssim,8
1210,19,newson,removal,ssim,6
1211,19,newson,synth,ssim,6
1212,19,newson,fixed,lpips,2
1213,19,newson,removal,lpips,1
1214,19,newson,synth,lpips,0
1215,19,xu,fixed,psnr,3
1216,19,xu,removal,psnr,0
1217,19,xu,synth,psnr,9
1218,19,xu,fixed,ssim,8
1219,19,xu,removal,ssim,0
1220,19,xu,synth,ssim,5
1221,19,xu,fixed,lpips,7
1222,19,xu,removal,lpips,4
1223,19,xu,synth,lpips,7
1224,19,lee,fixed,psnr,0
1225,19,lee,removal,psnr,2
1226,19,lee,synth,psnr,5
1227,19,lee,fixed,ssim,8
1228,19,lee,removal,ssim,6
1229,19,lee,synth,ssim,2
1230,19,lee,fixed,lpips,2
1231,19,lee,removal,lpips,3
1232,19,lee,synth,lpips,1
1233,19,huang,fixed,psnr,5
1234,19,huang,removal,psnr,2
1235,19,huang,synth,psnr,7
1236,19,huang,fixed,ssim,6
1237,19,huang,removal,ssim,8
1238,19,huang,synth,ssim,5
1239,19,huang,fixed,lpips,9
1240,19,huang,removal,lpips,5
1241,19,huang,synth,lpips,5
1242,19,oh,fixed,psnr,1
1243,19,oh,removal,psnr,1
1244,19,oh,synth,psnr,5
1245,19,oh,fixed,ssim,7
1246,19,oh,removal,ssim,7
1247,19,oh,synth,ssim,4
1248,19,oh,fixed,lpips,4
1249,19,oh,removal,lpips,9
1250,19,oh,synth,lpips,6
1251,19,ours,fixed,psnr,7
1252,19,ours,removal,psnr,0
1253,19,ours,synth,psnr,3
1254,19,ours,fixed,ssim,0
1255,19,ours,removal,ssim,8
1256,19,ours,synth,ssim,6
1257,19,ours,fixed,lpips,4
1258,19,ours,removal,lpips,0
1259,19,ours,synth,lpips,3
1260,20,kim,fixed,psnr,8
1261,20,kim,removal,psnr,4
1262,20,kim,synth,psnr,5
1263,20,kim,fixed,ssim,1
1264,20,kim,removal,ssim,1
1265,20,kim,synth,ssim,7
1266,20,kim,fixed,lpips,5
1267,20,kim,removal,lpips,1
1268,20,kim,synth,lpips,8
1269,20,newson,fixed,psnr,4
1270,20,newson,removal,psnr,3
1271,20,newson,synth,psnr,7
1272,20,newson,fixed,ssim,8
1273,20,newson,removal,ssim,0
1274,20,newson,synth,ssim,3
1275,20,newson,fixed,lpips,1
1276,20,newson,removal,lpips,9
1277,20,newson,synth,lpips,5
1278,20,xu,fixed,psnr,4
1279,20,xu,removal,psnr,4
1280,20,xu,synth,psnr,1
1281,20,xu,fixed,ssim,0
1282,20,xu,removal,ssim,3
1283,20,xu,synth,ssim,8
1284,20,xu,fixed,lpips,8
1285,20,xu,removal,lpips,6
1286,20,xu,synth,lpips,9
1287,20,lee,fixed,psnr,8
1288,20,lee,removal,psnr,5
1289,20,lee,synth,psnr,3
1290,20,lee,fixed,ssim,9
1291,20,lee,removal,ssim,6
1292,20,lee,synth,ssim,5
1293,20,lee,fixed,lpips,0
1294,20,lee,removal,lpips,2
1295,20,lee,synth,lpips,4
1296,20,huang,fixed,psnr,1
1297,20,huang,removal,psnr,3
1298,20,huang,synth,psnr,0
1299,20,huang,fixed,ssim,8
1300,20,huang,removal,ssim,1
1301,20,huang,synth,ssim,0
1302,20,huang,fixed,lpips,5
1303,20,huang,removal,lpips,5
1304,20,huang,synth,lpips,8
1305,20,oh,fixed,psnr,2
1306,20,oh,removal,psnr,0
1307,20,oh,synth,psnr,1
1308,20,oh,fixed,ssim,1
1309,20,oh,removal,ssim,1
1310,20,oh,synth,ssim,4
1311,20,oh,fixed,lpips,5
1312,20,oh,removal,lpips,0
1313,20,oh,synth,lpips,4
1314,20,ours,fixed,psnr,3
1315,20,ours,removal,psnr,0
1316,20,ours,synth,psnr,0
1317,20,ours,fixed,ssim,3
1318,20,ours,removal,ssim,1
1319,20,ours,synth,ssim,6
1320,20,ours,fixed,lpips,8
1321,20,ours,removal,lpips,5
1322,20,ours,synth,lpips,6
1323,21,kim,fixed,psnr,6
1324,21,kim,removal,psnr,6
1325,21,kim,synth,psnr,9
1326,21,kim,fixed,ssim,0
1327,21,kim,removal,ssim,3
1328,21,kim,synth,ssim,0
1329,21,kim,fixed,lpips,9
1330,21,kim,removal,lpips,1
1331,21,kim,synth,lpips,7
1332,21,newson,fixed,psnr,3
1333,21,newson,removal,psnr,6
1334,21,newson,synth,psnr,4
1335,21,newson,fixed,ssim,5
1336,21,newson,removal,ssim,0
1337,21,newson,synth,ssim,6
1338,21,newson,fixed,lpips,2
1339,21,newson,removal,lpips,6
1340,21,newson,synth,lpips,9
1341,21,xu,fixed,psnr,1
1342,21,xu,removal,psnr,3
1343,21,xu,synth,psnr,0
1344,21,xu,fixed,ssim,4
1345,21,xu,removal,ssim,8
1346,21,xu,synth,ssim,8
1347,21,xu,fixed,lpips,5
1348,21,xu,removal,lpips,0
1349,21,xu,synth,lpips,5
1350,21,lee,fixed,psnr,8
1351,21,lee,removal,psnr,9
1352,21,lee,synth,psnr,8
1353,21,lee,fixed,ssim,5
1354,21,lee,removal,ssim,6
1355,21,lee,synth,ssim,1
1356,21,lee,fixed,lpips,5
1357,21,lee,removal,lpips,0
1358,21,lee,synth,lpips,5
1359,21,huang,fixed,psnr,9
1360,21,huang,removal,psnr,7
1361,21,huang,synth,psnr,1
1362,21,huang,fixed,ssim,3
1363,21,huang,removal,ssim,7
1364,21,huang,synth,ssim,9
1365,21,huang,fixed,lpips,4
1366,21,huang,removal,lpips,7
1367,21,huang,synth,lpips,4
1368,21,oh,fixed,psnr,6
1369,21,oh,removal,psnr,1
1370,21,oh,synth,psnr,0
1371,21,oh,fixed,ssim,0
1372,21,oh,removal,ssim,6
1373,21,oh,synth,ssim,0
1374,21,oh,fixed,lpips,0
1375,21,oh,removal,lpips,9
1376,21,oh,synth,lpips,4
1377,21,ours,fixed,psnr,4
1378,21,ours,removal,psnr,7
1379,21,ours,synth,psnr,4
1380,21,ours,fixed,ssim,2
1381,21,ours,removal,ssim,0
1382,21,ours,synth,ssim,7
1383,21,ours,fixed,lpips,0
1384,21,ours,removal,lpips,5
1385,21,ours,synth,lpips,6
1386,22,kim,fixed,psnr,5
1387,22,kim,removal,psnr,2
1388,22,kim,synth,psnr,9
1389,22,kim,fixed,ssim,2
1390,22,kim,removal,ssim,8
1391,22,kim,synth,ssim,6
1392,22,kim,fixed,lpips,1
1393,22,kim,removal,lpips,9
1394,22,kim,synth,lpips,4
1395,22,newson,fixed,psnr,8
1396,22,newson,removal,psnr,2
1397,22,newson,synth,psnr,0
1398,22,newson,fixed,ssim,5
1399,22,newson,removal,ssim,0
1400,22,newson,synth,ssim,6
1401,22,newson,fixed,lpips,9
1402,22,newson,removal,lpips,5
1403,22,newson,synth,lpips,4
1404,22,xu,fixed,psnr,6
1405,22,xu,removal,psnr,2
1406,22,xu,synth,psnr,1
1407,22,xu,fixed,ssim,9
1408,22,xu,removal,ssim,9
1409,22,xu,synth,ssim,7
1410,22,xu,fixed,lpips,2
1411,22,xu,removal,lpips,3
1412,22,xu,synth,lpips,0
1413,22,lee,fixed,psnr,6
1414,22,lee,removal,psnr,2
1415,22,lee,synth,psnr,5
1416,22,lee,fixed,ssim,1
1417,22,lee,removal,ssim,8
1418,22,lee,synth,ssim,4
1419,22,lee,fixed,lpips,8
1420,22,lee,removal,lpips,1
1421,22,lee,synth,lpips,7
1422,22,huang,fixed,psnr,5
1423,22,huang,removal,psnr,0
1424,22,huang,synth,psnr,1
1425,22,huang,fixed,ssim,1
1426,22,huang,removal,ssim,6
1427,22,huang,synth,ssim,8
1428,22,huang,fixed,lpips,9
1429,22,huang,removal,lpips,1
1430,22,huang,synth,lpips,5
1431,22,oh,fixed,psnr,2
1432,22,oh,removal,psnr,0
1433,22,oh,synth,psnr,5
1434,22,oh,fixed,ssim,3
1435,22,oh,removal,ssim,4
1436,22,oh,synth,ssim,4
1437,22,oh,fixed,lpips,6
1438,22,oh,removal,lpips,6
1439,22,oh,synth,lpips,4
1440,22,ours,fixed,psnr,0
1441,22,ours,removal,psnr,5
1442,22,ours,synth,psnr,4
1443,22,ours,fixed,ssim,6
1444,22,ours,removal,ssim,1
1445,22,ours,synth,ssim,0
1446,22,ours,fixed,lpips,8
1447,22,ours,removal,lpips,0
1448,22,ours,synth,lpips,0
1449,23,kim,fixed,psnr,9
1450,23,kim,removal,psnr,6
1451,23,kim,synth,psnr,9
1452,23,kim,fixed,ssim,5
1453,23,kim,removal,ssim,2
1454,23,kim,synth,ssim,5
1455,23,kim,fixed,lpips,9
1456,23,kim,removal,lpips,4
1457,23,kim,synth,lpips,7
1458,23,newson,fixed,psnr,0
1459,23,newson,removal,psnr,5
1460,23,newson,synth,psnr,7
1461,23,newson,fixed,ssim,8
1462,23,newson,removal,ssim,5
1463,23,newson,synth,ssim,8
1464,23,newson,fixed,lpips,5
1465,23,newson,removal,lpips,8
1466,23,newson,synth,lpips,3
1467,23,xu,fixed,psnr,0
1468,23,xu,removal,psnr,2
1469,23,xu,synth,psnr,1
1470,23,xu,fixed,ssim,3
1471,23,xu,removal,ssim,0
1472,23,xu,synth,ssim,6
1473,23,xu,fixed,lpips,0
1474,23,xu,removal,lpips,9
1475,23,xu,synth,lpips,3
1476,23,lee,fixed,psnr,3
1477,23,lee,removal,psnr,2
1478,23,lee,synth,psnr,0
1479,23,lee,fixed,ssim,6
1480,23,lee,removal,ssim,5
1481,23,lee,synth,ssim,6
1482,23,lee,fixed,lpips,6
1483,23,lee,removal,lpips,4
1484,23,lee,synth,lpips,1
1485,23,huang,fixed,psnr,1
1486,23,huang,removal,psnr,9
1487,23,huang,synth,psnr,3
1488,23,huang,fixed,ssim,6
1489,23,huang,removal,ssim,3
1490,23,huang,synth,ssim,8
1491,23,huang,fixed,lpips,0
1492,23,huang,removal,lpips,5
1493,23,huang,synth,lpips,7
1494,23,oh,fixed,psnr,5
1495,23,oh,removal,psnr,1
1496,23,oh,synth,psnr,6
1497,23,oh,fixed,ssim,7
1498,23,oh,removal,ssim,8
1499,23,oh,synth,ssim,5
1500,23,oh,fixed,lpips,3
1501,23,oh,removal,lpips,1
1502,23,oh,synth,lpips,5
1503,23,ours,fixed,psnr,6
1504,23,ours,removal,psnr,0
1505,23,ours,synth,psnr,1
1506,23,ours,fixed,ssim,7
1507,23,ours,removal,ssim,8
1508,23,ours,synth,ssim,0
1509,23,ours,fixed,lpips,7
1510,23,ours,removal,lpips,8
1511,23,ours,synth,lpips,3
1512,24,kim,fixed,psnr,6
1513,24,kim,removal,psnr,4
1514,24,kim,synth,psnr,8
1515,24,kim,fixed,ssim,6
1516,24,kim,removal,ssim,2
1517,24,kim,synth,ssim,0
1518,24,kim,fixed,lpips,2
1519,24,kim,removal,lpips,3
1520,24,kim,synth,lpips,4
1521,24,newson,fixed,psnr,2
1522,24,newson,removal,psnr,3
1523,24,newson,synth,psnr,9
1524,24,newson,fixed,ssim,9
1525,24,newson,removal,ssim,5
1526,24,newson,synth,ssim,5
1527,24,newson,fixed,lpips,7
1528,24,newson,removal,lpips,9
1529,24,newson,synth,lpips,4
1530,24,xu,fixed,psnr,7
1531,24,xu,removal,psnr,5
1532,24,xu,synth,psnr,2
1533,24,xu,fixed,ssim,7
1534,24,xu,removal,ssim,2
1535,24,xu,synth,ssim,4
1536,24,xu,fixed,lpips,5
1537,24,xu,removal,lpips,9
1538,24,xu,synth,lpips,5
1539,24,lee,fixed,psnr,6
1540,24,lee,removal,psnr,7
1541,24,lee,synth,psnr,1
1542,24,lee,fixed,ssim,7
1543,24,lee,removal,ssim,5
1544,24,lee,synth,ssim,1
1545,24,lee,fixed,lpips,3
1546,24,lee,removal,lpips,9
1547,24,lee,synth,lpips,7
1548,24,huang,fixed,psnr,5
1549,24,huang,removal,psnr,2
1550,24,huang,synth,psnr,5
1551,24,huang,fixed,ssim,0
1552,24,huang,removal,ssim,9
1553,24,huang,synth,ssim,1
1554,24,huang,fixed,lpips,8
1555,24,huang,removal,lpips,4
1556,24,huang,synth,lpips,4
1557,24,oh,fixed,psnr,8
1558,24,oh,removal,psnr,0
1559,24,oh,synth,psnr,4
1560,24,oh,fixed,ssim,7
1561,24,oh,removal,ssim,2
1562,24,oh,synth,ssim,1
1563,24,oh,fixed,lpips,9
1564,24,oh,removal,lpips,9
1565,24,oh,synth,lpips,7
1566,24,ours,fixed,psnr,7
1567,24,ours,removal,psnr,4
1568,24,ours,synth,psnr,6
1569,24,ours,fixed,ssim,6
1570,24,ours,removal,ssim,1
1571,24,ours,synth,ssim,2
1572,24,ours,fixed,lpips,7
1573,24,ours,removal,lpips,3
1574,24,ours,synth,lpips,3
1575,25,kim,fixed,psnr,7
1576,25,kim,removal,psnr,7
1577,25,kim,synth,psnr,4
1578,25,kim,fixed,ssim,3
1579,25,kim,removal,ssim,8
1580,25,kim,synth,ssim,5
1581,25,kim,fixed,lpips,1
1582,25,kim,removal,lpips,7
1583,25,kim,synth,lpips,4
1584,25,newson,fixed,psnr,8
1585,25,newson,removal,psnr,5
1586,25,newson,synth,psnr,5
1587,25,newson,fixed,ssim,7
1588,25,newson,removal,ssim,4
1589,25,newson,synth,ssim,7
1590,25,newson,fixed,lpips,0
1591,25,newson,removal,lpips,8
1592,25,newson,synth,lpips,1
1593,25,xu,fixed,psnr,5
1594,25,xu,removal,psnr,7
1595,25,xu,synth,psnr,2
1596,25,xu,fixed,ssim,0
1597,25,xu,removal,ssim,8
1598,25,xu,synth,ssim,7
1599,25,xu,fixed,lpips,6
1600,25,xu,removal,lpips,9
1601,25,xu,synth,lpips,9
1602,25,lee,fixed,psnr,7
1603,25,lee,removal,psnr,4
1604,25,lee,synth,psnr,9
1605,25,lee,fixed,ssim,9
1606,25,lee,removal,ssim,8
1607,25,lee,synth,ssim,3
1608,25,lee,fixed,lpips,1
1609,25,lee,removal,lpips,3
1610,25,lee,synth,lpips,6
1611,25,huang,fixed,psnr,1
1612,25,huang,removal,psnr,8
1613,25,huang,synth,psnr,3
1614,25,huang,fixed,ssim,1
1615,25,huang,removal,ssim,3
1616,25,huang,synth,ssim,3
1617,25,huang,fixed,lpips,5
1618,25,huang,removal,lpips,1
1619,25,huang,synth,lpips,2
1620,25,oh,fixed,psnr,7
1621,25,oh,removal,psnr,1
1622,25,oh,synth,psnr,1
1623,25,oh,fixed,ssim,5
1624,25,oh,removal,ssim,6
1625,25,oh,synth,ssim,1
1626,25,oh,fixed,lpips,4
1627,25,oh,removal,lpips,0
1628,25,oh,synth,lpips,6
1629,25,ours,fixed,psnr,5
1630,25,ours,removal,psnr,9
1631,25,ours,synth,psnr,1
1632,25,ours,fixed,ssim,9
1633,25,ours,removal,ssim,1
1634,25,ours,synth,ssim,7
1635,25,ours,fixed,lpips,0
1636,25,ours,removal,lpips,4
1637,25,ours,synth,lpips,5
1638,26,kim,fixed,psnr,7
1639,26,kim,removal,psnr,6
1640,26,kim,synth,psnr,0
1641,26,kim,fixed,ssim,8
1642,26,kim,removal,ssim,5
1643,26,kim,synth,ssim,8
1644,26,kim,fixed,lpips,0
1645,26,kim,removal,lpips,3
1646,26,kim,synth,lpips,9
1647,26,newson,fixed,psnr,6
1648,26,newson,removal,psnr,1
1649,26,newson,synth,psnr,9
1650,26,newson,fixed,ssim,2
1651,26,newson,removal,ssim,5
1652,26,newson,synth,ssim,2
1653,26,newson,fixed,lpips,1
1654,26,newson,removal,lpips,5
1655,26,newson,synth,lpips,0
1656,26,xu,fixed,psnr,7
1657,26,xu,removal,psnr,4
1658,26,xu,synth,psnr,0
1659,26,xu,fixed,ssim,6
1660,26,xu,removal,ssim,8
1661,26,xu,synth,ssim,1
1662,26,xu,fixed,lpips,5
1663,26,xu,removal,lpips,1
1664,26,xu,synth,lpips,7
1665,26,lee,fixed,psnr,6
1666,26,lee,removal,psnr,4
1667,26,lee,synth,psnr,1
1668,26,lee,fixed,ssim,9
1669,26,lee,removal,ssim,1
