SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-29-2020,Single Family Residential,7744 S Mission Dr,Seattle,WA,98178,605000,4,2.25,Lakeridge,2390,7564,1955,106,253,,Sold,,,http://www.redfin.com/WA/Seattle/7744-S-Mission-Dr-98178/home/198579,NWMLS,1598490,N,Y,47.5035161,-122.2357376
PAST SALE,July-15-2020,Single Family Residential,12660 74th Pl S,Seattle,WA,98178,350000,2,1.0,Skyway,1000,7134,1943,59,350,,Sold,,,http://www.redfin.com/WA/Seattle/12660-74th-Pl-S-98178/home/196624,NWMLS,1614323,N,Y,47.4895937,-122.2392923
PAST SALE,June-29-2020,Single Family Residential,10618 51st Ave S,Seattle,WA,98178,295000,3,1.0,Seattle,720,5880,1940,75,410,,Sold,,,http://www.redfin.com/WA/Seattle/10618-51st-Ave-S-98178/home/178178,NWMLS,1584560,N,Y,47.5055472,-122.2698594
PAST SALE,June-23-2020,Single Family Residential,5207 48th Ave S,Seattle,WA,98118,886000,4,2.0,Columbia City,2020,4872,1907,81,439,,Sold,,,http://www.redfin.com/WA/Seattle/5207-48th-Ave-S-98118/home/491656,NWMLS,1602044,N,Y,47.5548885,-122.2728995
PAST SALE,April-3-2020,Single Family Residential,4927 50th Ave S,Seattle,WA,98118,890000,3,1.75,Lakewood,2130,7200,1919,162,418,,Sold,,,http://www.redfin.com/WA/Seattle/4927-50th-Ave-S-98118/home/491317,NWMLS,1570602,N,Y,47.5574416,-122.2710336
PAST SALE,June-30-2020,Single Family Residential,4531 S Findlay St,Seattle,WA,98118,955000,3,1.75,Hillman City,2830,8240,1910,74,337,,Sold,,,http://www.redfin.com/WA/Seattle/4531-S-Findlay-St-98118/home/491737,NWMLS,1611018,N,Y,47.55177,-122.2765628
PAST SALE,August-3-2020,Single Family Residential,5120 S Findlay St,Seattle,WA,98118,645000,4,1.75,Lakewood,1780,5100,1949,40,362,,Sold,,,http://www.redfin.com/WA/Seattle/5120-S-Findlay-St-98118/home/492415,NWMLS,1608185,N,Y,47.5520825,-122.2690457
PAST SALE,July-13-2020,Single Family Residential,8421 Grattan Pl S,Seattle,WA,98118,650000,3,2.25,Rainier Beach,2500,4656,2020,61,260,,Sold,,,http://www.redfin.com/WA/Seattle/8421-Grattan-Pl-S-98118/home/171520285,NWMLS,1596494,N,Y,47.5268814,-122.2673985
PAST SALE,July-23-2020,Single Family Residential,10111 Beacon Ave S,Seattle,WA,98178,600000,3,2.25,Rainier Beach,2090,11730,1963,51,287,,Sold,,,http://www.redfin.com/WA/Seattle/10111-Beacon-Ave-S-98178/home/175220,NWMLS,1598983,N,Y,47.5098786,-122.2720079
PAST SALE,,Single Family Residential,8423 Grattan Pl S,Seattle,WA,98118,550000,3,1.75,,1340,4656,1947,,410,,,,,http://www.redfin.com/WA/Seattle/8423-Grattan-Pl-S-98118/home/174638,,,N,Y,47.5268323,-122.267421
PAST SALE,,Single Family Residential,5218 S Brighton St,Seattle,WA,98118,386000,1,1.0,,1300,4920,1922,,297,,,,,http://www.redfin.com/WA/Seattle/5218-S-Brighton-St-98118/home/492224,,,N,Y,47.5418001,-122.2663061
PAST SALE,August-4-2020,Single Family Residential,6924 46th Ave S,Seattle,WA,98118,560000,4,2.75,Brighton,2030,5662,1908,39,276,,Sold,,,http://www.redfin.com/WA/Seattle/6924-46th-Ave-S-98118/home/173104,NWMLS,1607357,N,Y,47.5399754,-122.2750638
PAST SALE,October-31-2019,Single Family Residential,5009 S Hudson St,Seattle,WA,98118,655000,3,3.0,Seward Park,1700,1856,2002,317,385,,Sold,,,http://www.redfin.com/WA/Seattle/5009-S-Hudson-St-98118/home/490717,NWMLS,1469855,N,Y,47.556873,-122.2702249
PAST SALE,July-22-2020,Single Family Residential,7637 46th Ave S,Seattle,WA,98118,340000,0,,Brighton,1430,4815,1911,52,238,,Sold,,,http://www.redfin.com/WA/Seattle/7637-46th-Ave-S-98118/home/174419,NWMLS,1520774,N,Y,47.533615,-122.2757221
PAST SALE,,Single Family Residential,5215 48th Ave S,Seattle,WA,98118,770000,4,1.75,,2270,4269,1955,,339,,,,,http://www.redfin.com/WA/Seattle/5215-48th-Ave-S-98118/home/491660,,,N,Y,47.5547164,-122.2729031
PAST SALE,June-3-2020,Single Family Residential,5010 48th Ave S,Seattle,WA,98118,700000,2,1.75,Lakewood,1930,4892,1953,101,363,,Sold,,,http://www.redfin.com/WA/Seattle/5010-48th-Ave-S-98118/home/491336,NWMLS,1591054,N,Y,47.5566796,-122.2723263
PAST SALE,May-14-2020,Single Family Residential,6020 47th Ave S,Seattle,WA,98118,585000,4,2.5,Hillman City,1890,5902,1985,121,310,,Sold,,,http://www.redfin.com/WA/Seattle/6020-47th-Ave-S-98118/home/491987,NWMLS,1582499,N,Y,47.5477933,-122.2734426
PAST SALE,April-6-2020,Single Family Residential,4732 52nd Ave S,Seattle,WA,98118,1500000,4,1.75,Seward Park,2620,7800,1929,159,573,,Sold,,,http://www.redfin.com/WA/Seattle/4732-52nd-Ave-S-98118/home/489209,NWMLS,1580668,N,Y,47.5595804,-122.2679024
PAST SALE,,Single Family Residential,4710 S Ferdinand St,Seattle,WA,98118,635000,4,1.5,,1370,4800,1919,,464,,,,,http://www.redfin.com/WA/Seattle/4710-S-Ferdinand-St-98118/home/491464,,,N,Y,47.5585211,-122.2737353
PAST SALE,April-23-2020,Single Family Residential,4353 S Bennett St,Seattle,WA,98118,750000,4,2.0,Columbia City,1680,8288,1948,142,446,,Sold,,,http://www.redfin.com/WA/Seattle/4353-S-Bennett-St-98118/home/491098,NWMLS,1585543,N,Y,47.5541293,-122.2773176
PAST SALE,,Single Family Residential,4666 S Willow St,Seattle,WA,98118,325000,4,2.0,,1870,7392,1935,,174,,,,,http://www.redfin.com/WA/Seattle/4666-S-Willow-St-98118/home/173344,,,N,Y,47.5408511,-122.2725514
PAST SALE,June-25-2020,Single Family Residential,4808 S Frontenac St,Seattle,WA,98118,745950,3,3.0,Brighton,2040,6250,1980,79,366,,Sold,,,http://www.redfin.com/WA/Seattle/4808-S-Frontenac-St-98118/home/173353,NWMLS,1597298,N,Y,47.5400127,-122.2722278
PAST SALE,December-24-2019,Single Family Residential,4245 S Raymond St,Seattle,WA,98118,533200,5,3.5,Hillman City,2075,6300,1920,263,257,,Sold,,,http://www.redfin.com/WA/Seattle/4245-S-Raymond-St-98118/home/173479,NWMLS,1508809,N,Y,47.54793,-122.278885
PAST SALE,May-5-2020,Single Family Residential,8613 45th Ave S,Seattle,WA,98118,530000,3,1.75,Dunlap,1570,6600,1907,130,338,,Sold,,,http://www.redfin.com/WA/Seattle/8613-45th-Ave-S-98118/home/174045,NWMLS,1590581,N,Y,47.5256576,-122.2760523
PAST SALE,June-16-2020,Single Family Residential,7407 46th Ave S,Seattle,WA,98118,445000,2,1.0,Hillman City,800,5695,1945,88,556,,Sold,,,http://www.redfin.com/WA/Seattle/7407-46th-Ave-S-98118/home/174870,NWMLS,1595163,N,Y,47.5355223,-122.2759414
PAST SALE,June-2-2020,Single Family Residential,7747 S Mission Dr,Seattle,WA,98178,497000,3,2.0,Bryn Mawr,1500,6840,1950,102,331,,Sold,,,http://www.redfin.com/WA/Seattle/7747-S-Mission-Dr-98178/home/197352,NWMLS,1561925,N,Y,47.5031643,-122.236178
PAST SALE,April-13-2020,Single Family Residential,7470 S 114th St,Seattle,WA,98178,680000,4,2.5,Lakeridge,2600,6720,1954,152,262,,Sold,,,http://www.redfin.com/WA/Seattle/7470-S-114th-St-98178/home/198850,NWMLS,1578729,N,Y,47.5016218,-122.2385064
PAST SALE,January-15-2020,Single Family Residential,12010 78th Ave S,Seattle,WA,98178,320000,2,1.75,Skyway,810,7410,1944,241,395,,Sold,,,http://www.redfin.com/WA/Seattle/12010-78th-Ave-S-98178/home/197556,NWMLS,1523948,N,Y,47.4950689,-122.23545
PAST SALE,September-27-2019,Single Family Residential,12314 85th Ave S,Seattle,WA,98178,525000,5,2.5,Bryn Mawr,2760,9750,1978,351,190,,Sold,,,http://www.redfin.com/WA/Seattle/12314-85th-Ave-S-98178/home/199251,NWMLS,1443803,N,Y,47.4928012,-122.2252746
PAST SALE,January-30-2020,Single Family Residential,8308 S 124th St,Seattle,WA,98178,785000,5,3.0,Lakeridge,3296,3000,2007,226,238,,Sold,,,http://www.redfin.com/WA/Seattle/8308-S-124th-St-98178/home/17363568,NWMLS,1532513,N,Y,47.4921232,-122.2284192
PAST SALE,July-10-2020,Single Family Residential,10740 68th Ave S,Seattle,WA,98178,635000,3,1.75,Lakeridge,1720,7200,1955,64,369,,Sold,,,http://www.redfin.com/WA/Seattle/10740-68th-Ave-S-98178/home/176172,NWMLS,1612420,N,Y,47.5043678,-122.2491634
PAST SALE,June-23-2020,Single Family Residential,10918 Forest Ave S,Seattle,WA,98178,923999,3,2.75,Lakeridge,2260,7780,1948,81,409,,Sold,,,http://www.redfin.com/WA/Seattle/10918-Forest-Ave-S-98178/home/197201,NWMLS,1592197,N,Y,47.5049355,-122.2324414
PAST SALE,April-27-2020,Single Family Residential,6828 S 116th Pl,Seattle,WA,98178,465000,4,2.0,Skyway,1578,5987,1947,138,295,,Sold,,,http://www.redfin.com/WA/Seattle/6828-S-116th-Pl-98178/home/198901,NWMLS,1575757,N,Y,47.4992898,-122.2481024
PAST SALE,May-22-2020,Single Family Residential,9744 62nd Ave S,Seattle,WA,98118,850000,3,2.75,Upper Rainier Beach,2750,6098,1941,113,309,,Sold,,,http://www.redfin.com/WA/Seattle/9744-62nd-Ave-S-98118/home/176805,NWMLS,1592743,N,Y,47.5140496,-122.2554988
PAST SALE,July-8-2020,Single Family Residential,6510 S Langston Rd,Seattle,WA,98178,533000,4,2.5,Seattle,1710,22433,1963,66,312,,Sold,,,http://www.redfin.com/WA/Seattle/6510-S-Langston-Rd-98178/home/195388,NWMLS,1603527,N,Y,47.4862335,-122.2521586
PAST SALE,,Single Family Residential,12910 74th Ave S,Seattle,WA,98178,295000,4,1.0,,1220,22085,1923,,242,,,,,http://www.redfin.com/WA/Seattle/12910-74th-Ave-S-98178/home/196170,,,N,Y,47.4869252,-122.2408577
PAST SALE,June-16-2020,Single Family Residential,6117 S 120th St,Seattle,WA,98178,850000,2,1.75,Skyway,2900,31800,1948,88,293,,Sold,,,http://www.redfin.com/WA/Seattle/6117-S-120th-St-98178/home/195785,NWMLS,1601790,N,Y,47.4954369,-122.2571009
PAST SALE,April-23-2020,Single Family Residential,7817 S Sunnycrest Rd,Seattle,WA,98178,823000,5,3.0,Lakeridge,4810,15480,1956,142,171,,Sold,,,http://www.redfin.com/WA/Seattle/7817-S-Sunnycrest-Rd-98178/home/197349,NWMLS,1562210,N,Y,47.5043497,-122.2345785
PAST SALE,March-20-2020,Single Family Residential,11329 82nd Ave S,Seattle,WA,98178,598000,4,1.75,Bryn Mawr,3240,8954,1970,176,185,,Sold,,,http://www.redfin.com/WA/Seattle/11329-82nd-Ave-S-98178/home/199232,NWMLS,1556269,N,Y,47.5014889,-122.2303666
PAST SALE,,Single Family Residential,8537 S 115th Pl,Seattle,WA,98178,350000,3,1.0,,1150,6000,1940,,304,,,,,http://www.redfin.com/WA/Seattle/8537-S-115th-Pl-98178/home/197924,,,N,Y,47.4994986,-122.2240286
PAST SALE,June-23-2020,Single Family Residential,8547 S 123rd Pl,Seattle,WA,98178,558000,3,2.0,Bryn Mawr,1430,6760,1951,81,390,,Sold,,,http://www.redfin.com/WA/Seattle/8547-S-123rd-Pl-98178/home/199254,NWMLS,1600623,N,Y,47.4923002,-122.2236078
PAST SALE,July-24-2020,Single Family Residential,10003 62nd Ave S,Seattle,WA,98178,720000,3,2.5,Upper Rainier Beach,2370,5037,1900,50,304,,Sold,,,http://www.redfin.com/WA/Seattle/10003-62nd-Ave-S-98178/home/176155,NWMLS,1620843,N,Y,47.5114586,-122.2561296
PAST SALE,July-7-2020,Single Family Residential,10902 Dixon Dr S,Seattle,WA,98178,678000,4,2.0,Lakeridge,2600,7122,1955,67,261,,Sold,,,http://www.redfin.com/WA/Seattle/10902-Dixon-Dr-S-98178/home/198174,NWMLS,1611038,N,Y,47.5044277,-122.2294366
PAST SALE,June-10-2020,Single Family Residential,10002 59th Ave S,Seattle,WA,98178,531000,3,1.5,Upper Rainier Beach,1250,7194,1910,94,425,,Sold,,,http://www.redfin.com/WA/Seattle/10002-59th-Ave-S-98178/home/175828,NWMLS,1590014,N,Y,47.5115595,-122.2590687
PAST SALE,June-26-2020,Single Family Residential,10473 Rainier Ave S,Seattle,WA,98178,471510,3,1.0,Upper Rainier Beach,2040,9435,1926,78,231,,Sold,,,http://www.redfin.com/WA/Seattle/10473-Rainier-Ave-S-98178/home/198863,NWMLS,1610244,N,Y,47.5079921,-122.2353513
PAST SALE,April-17-2020,Single Family Residential,9803 60th Ave S,Seattle,WA,98118,669000,3,1.75,Upper Rainier Beach,2510,6554,1951,148,267,,Sold,,,http://www.redfin.com/WA/Seattle/9803-60th-Ave-S-98118/home/176733,NWMLS,1575976,N,Y,47.5132408,-122.2584701
PAST SALE,August-4-2020,Single Family Residential,5527 Seward Park Ave S,Seattle,WA,98118,652500,4,2.25,Seward Park,2610,3670,1929,39,250,,Sold,,,http://www.redfin.com/WA/Seattle/5527-Seward-Park-Ave-S-98118/home/489573,NWMLS,1621648,N,Y,47.5517921,-122.2630024
PAST SALE,May-22-2020,Single Family Residential,10064 65th Ave S,Seattle,WA,98178,860000,3,3.0,Seattle,2310,7006,1958,113,372,,Sold,,,http://www.redfin.com/WA/Seattle/10064-65th-Ave-S-98178/home/176367,NWMLS,1582442,N,Y,47.5100455,-122.2520545
PAST SALE,June-26-2020,Single Family Residential,6627 S Bangor St,Seattle,WA,98178,450000,0,,Upper Rainier Beach,960,7440,1955,78,469,,Sold,,,http://www.redfin.com/WA/Seattle/6627-S-Bangor-St-98178/home/176731,NWMLS,1630803,N,Y,47.5062219,-122.2500908
PAST SALE,July-31-2020,Single Family Residential,7214 S Lakeridge Dr,Seattle,WA,98178,600000,4,1.75,Lakeridge,2040,8385,1942,43,294,,Sold,,,http://www.redfin.com/WA/Seattle/7214-S-Lakeridge-Dr-98178/home/199690,NWMLS,1616799,N,Y,47.5074797,-122.2420113
PAST SALE,June-25-2020,Single Family Residential,10050 65th Ave S,Seattle,WA,98178,635000,4,2.75,Upper Rainier Beach,3260,5650,1909,79,195,,Sold,,,http://www.redfin.com/WA/Seattle/10050-65th-Ave-S-98178/home/176251,NWMLS,1575217,N,Y,47.5104837,-122.2520188
PAST SALE,July-31-2020,Single Family Residential,11002 Rainier Ave S,Seattle,WA,98178,1800000,3,2.5,Lakeridge,3450,9120,1963,43,522,,Sold,,,http://www.redfin.com/WA/Seattle/11002-Rainier-Ave-S-98178/home/177335,NWMLS,1612294,N,Y,47.5044609,-122.2267478
PAST SALE,,Single Family Residential,10124 Waters Ave S,Seattle,WA,98178,1149888,4,4.0,,3200,4500,2018,,359,,,,,http://www.redfin.com/WA/Seattle/10124-Waters-Ave-S-98178/home/22424874,,,N,Y,47.509986,-122.249672
PAST SALE,June-12-2020,Single Family Residential,10849 Auburn Ave S,Seattle,WA,98178,750000,3,2.5,Lakeridge,2060,6380,1956,92,364,,Sold,,,http://www.redfin.com/WA/Seattle/10849-Auburn-Ave-S-98178/home/198490,NWMLS,1591376,N,Y,47.5052933,-122.2410883
PAST SALE,July-14-2020,Single Family Residential,9823 Arrowsmith Ave S,Seattle,WA,98118,608000,5,2.75,Lakeridge,2760,7006,1907,60,220,,Sold,,,http://www.redfin.com/WA/Seattle/9823-Arrowsmith-Ave-S-98118/home/177525,NWMLS,1618173,N,Y,47.513482,-122.25291
PAST SALE,May-4-2020,Single Family Residential,6505 S Norfolk St,Seattle,WA,98118,726350,5,3.0,Upper Rainier Beach,2340,9944,1951,131,310,,Sold,,,http://www.redfin.com/WA/Seattle/6505-S-Norfolk-St-98118/home/177691,NWMLS,1548029,N,Y,47.5142014,-122.2529621
PAST SALE,June-29-2020,Single Family Residential,7226 S Ryan St,Seattle,WA,98178,1330000,5,2.75,Rainier Beach,2700,6000,2018,75,493,,Sold,,,http://www.redfin.com/WA/Seattle/7226-S-Ryan-St-98178/home/177316,NWMLS,1603636,N,Y,47.509846,-122.2424977
PAST SALE,September-20-2019,Single Family Residential,9017 14th Ave S,Seattle,WA,98108,410000,2,1.0,South Park,1010,6000,1945,358,406,,Sold,,,http://www.redfin.com/WA/Seattle/9017-14th-Ave-S-98108/home/477007,NWMLS,1488925,N,Y,47.5225385,-122.3152728
PAST SALE,July-30-2020,Single Family Residential,9234 39th Ave S,Seattle,WA,98118,460000,2,1.0,Beacon Hill,990,4000,1955,44,465,,Sold,,,http://www.redfin.com/WA/Seattle/9234-39th-Ave-S-98118/home/480822,NWMLS,1618169,N,Y,47.5204532,-122.2833356
PAST SALE,August-6-2020,Single Family Residential,1226 S Trenton St,Seattle,WA,98108,625000,4,2.75,South Park,1800,6000,1907,37,347,,Sold,,,http://www.redfin.com/WA/Seattle/1226-S-Trenton-St-98108/home/477608,NWMLS,1575615,N,Y,47.5249194,-122.3164312
PAST SALE,,Single Family Residential,10860 14th Ave S,Seattle,WA,98168,200000,3,1.0,,1320,21260,1943,,152,,,,,http://www.redfin.com/WA/Seattle/10860-14th-Ave-S-98168/home/186657,,,N,Y,47.505394,-122.314727
PAST SALE,October-11-2019,Single Family Residential,7912 10th Ave SW,Seattle,WA,98106,489950,5,2.5,Westwood,2310,7620,1953,337,212,,Sold,,,http://www.redfin.com/WA/Seattle/7912-10th-Ave-SW-98106/home/476466,NWMLS,1497697,N,Y,47.5314894,-122.3477495
PAST SALE,March-18-2020,Single Family Residential,7130 34th Ave SW,Seattle,WA,98126,726000,3,2.5,Gatewood,1800,5250,1927,178,403,,Sold,,,http://www.redfin.com/WA/Seattle/7130-34th-Ave-SW-98126/home/473739,NWMLS,1564108,N,Y,47.5383019,-122.3749184
PAST SALE,March-13-2020,Single Family Residential,4101 SW Orchard St,Seattle,WA,98136,305000,2,1.0,Gatewood,720,7510,1940,183,424,,Sold,,,http://www.redfin.com/WA/Seattle/4101-SW-Orchard-St-98136/home/468496,NWMLS,1516144,N,Y,47.53853,-122.383527
PAST SALE,March-3-2020,Single Family Residential,4004 SW Thistle,Seattle,WA,98136,560000,2,1.0,Gatewood,1290,4196,1941,193,434,,Sold,,,http://www.redfin.com/WA/Seattle/4004-SW-Thistle-St-98136/home/468548,NWMLS,1552853,N,Y,47.528628,-122.3831757
PAST SALE,,Single Family Residential,6739 Flora Ave S,Seattle,WA,98108,420000,2,1.0,,770,4000,1911,,545,,,,,http://www.redfin.com/WA/Seattle/6739-Flora-Ave-S-98108/home/476635,,,N,Y,47.5412414,-122.3212751
PAST SALE,April-1-2020,Single Family Residential,1044 S Rose St,Seattle,WA,98108,515000,4,1.5,South Park,1600,4800,1943,164,322,,Sold,,,http://www.redfin.com/WA/Seattle/1044-S-Rose-St-98108/home/476919,NWMLS,1468367,N,Y,47.5291672,-122.3182203
PAST SALE,March-31-2020,Single Family Residential,5911 A 21st Ave SW,Seattle,WA,98106,1000000,3,2.5,Puget Ridge,2810,8910,2018,165,356,,Sold,,,http://www.redfin.com/WA/Seattle/5911-21st-Ave-SW-98106/unit-A/home/22228684,NWMLS,1556276,N,Y,47.549751281,-122.3600708
PAST SALE,March-25-2020,Single Family Residential,6338 37th Ave SW,Seattle,WA,98126,875000,3,2.0,Gatewood,1970,7772,1912,171,444,,Sold,,,http://www.redfin.com/WA/Seattle/6338-37th-Ave-SW-98126/home/471084,NWMLS,1568586,N,Y,47.5453876,-122.3787534
PAST SALE,April-3-2020,Single Family Residential,4314 Thackeray Pl NE,Seattle,WA,98105,1100000,2,1.75,Wallingford,1940,3400,1911,162,567,,Sold,,,http://www.redfin.com/WA/Seattle/4314-Thackeray-Pl-NE-98105/home/117124,NWMLS,1562507,N,Y,47.6594627,-122.3258647
PAST SALE,March-31-2020,Single Family Residential,7466 Corliss Ave N,Seattle,WA,98103,1065000,3,1.75,Green Lake,1880,4000,1949,165,566,,Sold,,,http://www.redfin.com/WA/Seattle/7466-Corliss-Ave-N-98103/home/306854,NWMLS,1570315,N,Y,47.6846044,-122.3301369
PAST SALE,March-20-2020,Single Family Residential,4715 Stone Way N,Seattle,WA,98103,1000000,4,1.75,Wallingford,2530,2999,1916,176,395,,Sold,,,http://www.redfin.com/WA/Seattle/4715-Stone-Way-N-98103/home/120506,NWMLS,1558201,N,Y,47.6633099,-122.34167
PAST SALE,January-9-2020,Single Family Residential,1304 N 77th St,Seattle,WA,98103,1100000,4,2.5,Green Lake,2590,4080,1924,247,425,,Sold,,,http://www.redfin.com/WA/Seattle/1304-N-77th-St-98103/home/306740,NWMLS,1546328,N,Y,47.6849936,-122.3414104
PAST SALE,March-19-2020,Single Family Residential,761 N 73rd St,Seattle,WA,98103,1739000,4,3.5,Green Lake,3044,3217,2019,177,571,,Sold,,,http://www.redfin.com/WA/Seattle/761-N-73rd-St-98103/home/300370,NWMLS,1555358,N,Y,47.6816284,-122.347215
PAST SALE,December-27-2019,Single Family Residential,4535 5th Ave NE,Seattle,WA,98105,805000,5,3.5,Wallingford,2790,4218,1923,260,289,,Sold,,,http://www.redfin.com/WA/Seattle/4535-5th-Ave-NE-98105/home/118478,NWMLS,1506643,N,Y,47.6623675,-122.3231732
PAST SALE,,Single Family Residential,1540 NE 97th St,Seattle,WA,98115,856000,3,3.0,,2010,5045,1993,,426,,,,,http://www.redfin.com/WA/Seattle/1540-NE-97th-St-98115/home/107240,,,N,Y,47.6996607,-122.3103223
PAST SALE,December-6-2019,Single Family Residential,9037 Burke Ave N,Seattle,WA,98103,1095000,5,2.5,Green Lake,2540,2988,2018,281,431,,Sold,,,http://www.redfin.com/WA/Seattle/9037-Burke-Ave-N-98103/home/144790505,NWMLS,1534957,N,Y,47.6952865,-122.3355405
PAST SALE,December-12-2019,Single Family Residential,2337 N 59th St,Seattle,WA,98103,1025000,4,2.0,Green Lake,2400,4600,1929,275,427,,Sold,,,http://www.redfin.com/WA/Seattle/2337-N-59th-St-98103/home/305790,NWMLS,1533658,N,Y,47.671334,-122.329258
PAST SALE,March-23-2020,Single Family Residential,746 N 73rd St,Seattle,WA,98103,666450,2,1.0,Green Lake,1060,3090,1903,173,629,,Sold,,,http://www.redfin.com/WA/Seattle/746-N-73rd-St-98103/home/300768,NWMLS,1568437,N,Y,47.6820187,-122.3478646
PAST SALE,March-30-2020,Single Family Residential,947 N 82nd St,Seattle,WA,98103,800000,5,2.25,Green Lake,2097,3060,1929,166,381,,Sold,,,http://www.redfin.com/WA/Seattle/947-N-82nd-St-98103/home/300735,NWMLS,1576594,N,Y,47.6882124,-122.3451784
PAST SALE,December-23-2019,Single Family Residential,545 N 83rd St,Seattle,WA,98103,720000,4,1.0,Green Lake,1820,4080,1939,264,396,,Sold,,,http://www.redfin.com/WA/Seattle/545-N-83rd-St-98103/home/300688,NWMLS,1544631,N,Y,47.688892,-122.350531
PAST SALE,March-27-2020,Single Family Residential,154 NE 52nd St,Seattle,WA,98105,750000,3,1.0,Green Lake,1217,3060,1911,169,616,,Sold,,,http://www.redfin.com/WA/Seattle/154-NE-52nd-St-98105/home/305563,NWMLS,1556993,N,Y,47.6666623,-122.3262378
PAST SALE,April-14-2020,Single Family Residential,8029 12th Ave NE,Seattle,WA,98115,1095000,3,2.5,Maple Leaf,2685,5250,1938,151,408,,Sold,,,http://www.redfin.com/WA/Seattle/8029-12th-Ave-NE-98115/home/108427,NWMLS,1581219,N,Y,47.6876218,-122.3152563
PAST SALE,March-27-2020,Single Family Residential,9817 13th Ave SW,Seattle,WA,98106,380000,3,1.75,White Center,1450,13662,1948,169,262,,Sold,,,http://www.redfin.com/WA/Seattle/9817-13th-Ave-SW-98106/home/181256,NWMLS,1552859,N,Y,47.5150121,-122.3518867
PAST SALE,January-31-2020,Single Family Residential,9951 14th Ave S,Seattle,WA,98108,550000,5,2.75,Glen Acres,2730,12220,1931,225,201,,Sold,,,http://www.redfin.com/WA/Seattle/9951-14th-Ave-S-98108/home/187165,NWMLS,1497109,N,Y,47.5140503,-122.3175168
PAST SALE,March-11-2020,Single Family Residential,10858 11th Ave SW,Seattle,WA,98146,725000,4,2.75,White Center,2380,7631,1926,185,305,,Sold,,,http://www.redfin.com/WA/Seattle/10858-11th-Ave-SW-98146/home/182476,NWMLS,1552425,N,Y,47.5049071,-122.3482725
PAST SALE,,Single Family Residential,9638 18th Ave SW,Seattle,WA,98106,380000,2,1.0,,770,8160,1951,,494,,,,,http://www.redfin.com/WA/Seattle/9638-18th-Ave-SW-98106/home/179690,,,N,Y,47.516365,-122.3575819
PAST SALE,October-17-2019,Single Family Residential,11067 14th Ave S,Seattle,WA,98168,420000,3,1.75,Glen Acres,1400,10974,1955,331,300,,Sold,,,http://www.redfin.com/WA/Seattle/11067-14th-Ave-S-98168/home/187785,NWMLS,1518500,N,Y,47.5032249,-122.3156664
PAST SALE,January-9-2020,Single Family Residential,275 SW 97th Pl,Seattle,WA,98106,749900,5,2.75,White Center,2726,3760,2019,247,275,75,Sold,,,http://www.redfin.com/WA/Seattle/275-SW-97th-Pl-98106/home/168685672,NWMLS,1517141,N,Y,47.5163017,-122.3383377
PAST SALE,November-4-2019,Single Family Residential,10236 11th Ave SW,Seattle,WA,98146,420000,4,2.25,White Center,1780,8379,1967,313,236,,Sold,,,http://www.redfin.com/WA/Seattle/10236-11th-Ave-SW-98146/home/183192,NWMLS,1524371,N,Y,47.510976,-122.3486694
PAST SALE,October-18-2019,Single Family Residential,117 S 104th St,Seattle,WA,98168,399950,2,1.0,West Seattle,800,6064,1946,330,500,,Sold,,,http://www.redfin.com/WA/Seattle/117-S-104th-St-98168/home/181333,NWMLS,1522039,N,Y,47.5101877,-122.3328492
PAST SALE,March-5-2020,Single Family Residential,10857 4th Ave S,Seattle,WA,98168,407000,3,1.75,White Center,1200,5966,1954,191,339,,Sold,,,http://www.redfin.com/WA/Seattle/10857-4th-Ave-S-98168/home/189173,NWMLS,1509146,N,Y,47.5052964,-122.3290191
PAST SALE,August-7-2020,Single Family Residential,11017 14th Ave S,Seattle,WA,98168,495000,4,1.75,Burien,2160,8142,1961,36,229,,Sold,,,http://www.redfin.com/WA/Burien/11017-14th-Ave-S-98168/home/187812,NWMLS,1618822,N,Y,47.5045866,-122.3155474
PAST SALE,June-24-2020,Single Family Residential,10417 1st Ave SW,Seattle,WA,98146,283000,2,1.0,Seattle,550,6120,1954,80,515,,Sold,,,http://www.redfin.com/WA/Seattle/10417-1st-Ave-SW-98146/home/180867,NWMLS,1574271,N,Y,47.509823,-122.335043
PAST SALE,July-17-2020,Single Family Residential,107 S 102nd St,Seattle,WA,98168,490000,3,1.75,White Center,1250,5807,1988,57,392,,Sold,,,http://www.redfin.com/WA/Seattle/107-S-102nd-St-98168/home/181785,NWMLS,1606635,N,Y,47.5119904,-122.3335268
PAST SALE,,Single Family Residential,10812 2nd Ave SW,Seattle,WA,98146,339500,2,1.0,,750,6989,1939,,453,,,,,http://www.redfin.com/WA/Seattle/10812-2nd-Ave-SW-98146/home/183481,,,N,Y,47.5063327,-122.3360306
